#------- SVETemplate6.h -------
1  32  16x16x16x32x8  11.6905  20.296  203.242  1625.94  XX1
2  32  16x16x16x32x8  23.4871  20.3881  202.324  1618.59  XX1
3  32  16x16x16x32x8  34.98  20.2431  203.773  1630.19  XX1
4  32  16x16x16x32x8  46.2708  20.0828  205.399  1643.2  XX1
5  32  16x16x16x32x8  57.0659  19.8145  208.18  1665.44  XX1
6  32  16x16x16x32x8  68.2605  19.7513  208.847  1670.77  XX1
7  32  16x16x16x32x8  78.5663  19.4857  211.694  1693.55  XX1
8  32  16x16x16x32x8  89.2517  19.3689  212.971  1703.77  XX1
9  32  16x16x16x32x8  99.2387  19.1433  215.48  1723.84  XX1
10  32  16x16x16x32x8  108.654  18.8636  218.675  1749.4  XX1
11  32  16x16x16x32x8  116.958  18.4593  223.465  1787.72  XX1
12  32  16x16x16x32x8  124.228  17.9728  229.513  1836.11  XX1

