------- SVETemplate7.h -------
1  32  16x16x16x32x8  9.68291  16.8106  245.381  1963.05  3  0  -4  XX1
2  32  16x16x16x32x8  17.3608  15.0701  273.721  2189.77  3  0  -4  XX1
3  32  16x16x16x32x8  25.729  14.8895  277.041  2216.33  3  0  -4  XX1
4  32  16x16x16x32x8  33.8805  14.7051  280.515  2244.12  3  0  -4  XX1
5  32  16x16x16x32x8  42.1082  14.6209  282.13  2257.04  3  0  -4  XX1
6  32  16x16x16x32x8  49.5715  14.3436  287.585  2300.68  3  0  -4  XX1
7  32  16x16x16x32x8  57.3622  14.2267  289.947  2319.58  3  0  -4  XX1
8  32  16x16x16x32x8  65.2905  14.1689  291.13  2329.04  3  0  -4  XX1
9  32  16x16x16x32x8  72.6242  14.0093  294.447  2355.58  3  0  -4  XX1
10  32  16x16x16x32x8  79.992  13.8875  297.03  2376.24  3  0  -4  XX1
11  32  16x16x16x32x8  87.5579  13.8191  298.499  2388  3  0  -4  XX1
12  32  16x16x16x32x8  94.746  13.7075  300.931  2407.45  3  0  -4  XX1

