# PRELIMINARY
# for i in `seq 1 12` ; do OMP_NUM_THREADS=$i numactl --cpunodebind=3 --membind=3 ./bench.riri.sve.intrinsics.gcc 64 1000 2 -3 0  2> /dev/null | grep XX1 ; done
1  64  16x16x16x32x8  10.9283  18.9727  217.418  869.67  2  -3  0  XX1
2  64  16x16x16x32x8  21.8462  18.9637  217.521  870.084  2  -3  0  XX1
3  64  16x16x16x32x8  32.7426  18.9483  217.698  870.793  2  -3  0  XX1
4  64  16x16x16x32x8  43.6277  18.9356  217.843  871.373  2  -3  0  XX1
5  64  16x16x16x32x8  53.937  18.7281  220.257  881.028  2  -3  0  XX1
6  64  16x16x16x32x8  65.1388  18.848  218.856  875.423  2  -3  0  XX1
7  64  16x16x16x32x8  75.8596  18.8144  219.247  876.988  2  -3  0  XX1
8  64  16x16x16x32x8  86.6721  18.809  219.309  877.237  2  -3  0  XX1
9  64  16x16x16x32x8  97.4874  18.8054  219.351  877.406  2  -3  0  XX1
10  64  16x16x16x32x8  108.271  18.797  219.45  877.8  2  -3  0  XX1
11  64  16x16x16x32x8  118.542  18.7094  220.478  881.912  2  -3  0  XX1
12  64  16x16x16x32x8  129.291  18.7052  220.526  882.106  2  -3  0  XX1

