------- SVETemplate7.h -------
1  32  16x16x16x32x8  14.5017  20.599  200.253  1602.02  3  0  -4  XX1
2  32  16x16x16x32x8  28.5062  20.2459  203.745  1629.96  3  0  -4  XX1
3  32  16x16x16x32x8  42.1745  19.969  206.57  1652.56  3  0  -4  XX1
4  32  16x16x16x32x8  55.5554  19.7285  209.089  1672.71  3  0  -4  XX1
5  32  16x16x16x32x8  68.3238  19.4102  212.518  1700.14  3  0  -4  XX1
6  32  16x16x16x32x8  81.4685  19.287  213.874  1710.99  3  0  -4  XX1
7  32  16x16x16x32x8  93.3856  18.95  217.678  1741.42  3  0  -4  XX1
8  32  16x16x16x32x8  105.378  18.7107  220.463  1763.7  3  0  -4  XX1
9  32  16x16x16x32x8  115.426  18.2175  226.431  1811.45  3  0  -4  XX1
10  32  16x16x16x32x8  123.447  17.535  235.243  1881.95  3  0  -4  XX1
11  32  16x16x16x32x8  130.655  16.8718  244.491  1955.93  3  0  -4  XX1
12  32  16x16x16x32x8  135.826  16.0779  256.563  2052.51  3  0  -4  XX1

