------- SVETemplate7.h -------
1  32  16x16x16x32x8  10.5955  15.0504  274.079  2192.63  3  0  -4  XX1
2  32  16x16x16x32x8  21.2067  15.0615  273.876  2191.01  3  0  -4  XX1
3  32  16x16x16x32x8  31.5011  14.9153  276.562  2212.49  3  0  -4  XX1
4  32  16x16x16x32x8  41.1452  14.6112  282.317  2258.54  3  0  -4  XX1
5  32  16x16x16x32x8  51.1909  14.5429  283.644  2269.15  3  0  -4  XX1
6  32  16x16x16x32x8  60.8604  14.4082  286.295  2290.36  3  0  -4  XX1
7  32  16x16x16x32x8  70.4044  14.2866  288.732  2309.85  3  0  -4  XX1
8  32  16x16x16x32x8  78.8656  14.0031  294.577  2356.62  3  0  -4  XX1
9  32  16x16x16x32x8  87.1196  13.7499  300.001  2400.01  3  0  -4  XX1
10  32  16x16x16x32x8  94.0099  13.3537  308.904  2471.23  3  0  -4  XX1
11  32  16x16x16x32x8  99.0296  12.7879  322.57  2580.56  3  0  -4  XX1
12  32  16x16x16x32x8  101.522  12.0172  343.257  2746.05  3  0  -4  XX1

