#------- SVETemplate7_constantU_1.h using PF 3  -1  -3 -------
1  32  16x16x16x32x8  13.2012  22.9188  179.983  1439.86  3  -1  -3  XX1
2  32  16x16x16x32x8  26.3493  22.8727  180.346  1442.77  3  -1  -3  XX1
3  32  16x16x16x32x8  39.1918  22.6804  181.875  1455  3  -1  -3  XX1
4  32  16x16x16x32x8  51.6778  22.4296  183.909  1471.27  3  -1  -3  XX1
5  32  16x16x16x32x8  63.8012  22.1532  186.203  1489.63  3  -1  -3  XX1
6  32  16x16x16x32x8  75.5075  21.8482  188.802  1510.42  3  -1  -3  XX1
7  32  16x16x16x32x8  87.4872  21.6982  190.108  1520.86  3  -1  -3  XX1
8  32  16x16x16x32x8  98.7711  21.4347  192.445  1539.56  3  -1  -3  XX1
9  32  16x16x16x32x8  109.174  21.0597  195.872  1566.97  3  -1  -3  XX1
10  32  16x16x16x32x8  118.745  20.6154  200.093  1600.75  3  -1  -3  XX1
11  32  16x16x16x32x8  126.65  19.989  206.363  1650.91  3  -1  -3  XX1
12  32  16x16x16x32x8  132.766  19.208  214.754  1718.04  3  -1  -3  XX1

