#------- SVETemplate7.h -------
# for i in `seq 1 12` ; do OMP_NUM_THREADS=$i numactl --cpunodebind=3 --membind=3 ./bench.rrii.sve.intrinsics.gcc 32 2000 3 0 -4 2> /dev/null | grep XX1 ; done
1  32  16x16x16x32x8  11.6251  20.1824  204.386  1635.09  3  0  -4  XX1
2  32  16x16x16x32x8  23.3587  20.2767  203.436  1627.49  3  0  -4  XX1
3  32  16x16x16x32x8  34.6328  20.0421  205.816  1646.53  3  0  -4  XX1
4  32  16x16x16x32x8  45.8347  19.8936  207.354  1658.83  3  0  -4  XX1
5  32  16x16x16x32x8  56.5031  19.6191  210.254  1682.03  3  0  -4  XX1
6  32  16x16x16x32x8  67.507  19.5333  211.178  1689.42  3  0  -4  XX1
7  32  16x16x16x32x8  77.7403  19.2808  213.943  1711.54  3  0  -4  XX1
8  32  16x16x16x32x8  88.2857  19.1592  215.301  1722.41  3  0  -4  XX1
9  32  16x16x16x32x8  98.0956  18.9228  217.991  1743.93  3  0  -4  XX1
10  32  16x16x16x32x8  107.575  18.6763  220.868  1766.95  3  0  -4  XX1
11  32  16x16x16x32x8  115.955  18.3009  225.398  1803.19  3  0  -4  XX1
12  32  16x16x16x32x8  123.247  17.8308  231.341  1850.73  3  0  -4  XX1

