#------- SVETemplate5.h -------
1  32  16x16x16x32x8  12.5337  21.7599  189.569  1516.55  XX1
2  32  16x16x16x32x8  24.2834  21.0793  195.689  1565.52  XX1
3  32  16x16x16x32x8  35.7716  20.7012  199.264  1594.11  XX1
4  32  16x16x16x32x8  46.9356  20.3714  202.49  1619.92  XX1
5  32  16x16x16x32x8  57.6957  20.0332  205.908  1647.26  XX1
6  32  16x16x16x32x8  68.362  19.7807  208.537  1668.29  XX1
7  32  16x16x16x32x8  78.168  19.3869  212.773  1702.18  XX1
8  32  16x16x16x32x8  87.7412  19.0411  216.637  1733.1  XX1
9  32  16x16x16x32x8  96.5142  18.6177  221.563  1772.51  XX1
10  32  16x16x16x32x8  104.286  18.1051  227.836  1822.69  XX1
11  32  16x16x16x32x8  111.002  17.5192  235.456  1883.65  XX1
12  32  16x16x16x32x8  116.739  16.8893  244.237  1953.89  XX1

