#------- SVETemplate5.h -------
1  32  16x16x16x32x8  8.90542  15.4608  266.804  2134.43  XX1
2  32  16x16x16x32x8  17.6285  15.3025  269.563  2156.51  XX1
3  32  16x16x16x32x8  26.184  15.1528  272.227  2177.82  XX1
4  32  16x16x16x32x8  34.6387  15.0341  274.375  2195  XX1
5  32  16x16x16x32x8  42.9429  14.9107  276.647  2213.17  XX1
6  32  16x16x16x32x8  51.2665  14.834  278.076  2224.61  XX1
7  32  16x16x16x32x8  59.2412  14.6928  280.75  2246  XX1
8  32  16x16x16x32x8  67.1988  14.5831  282.862  2262.9  XX1
9  32  16x16x16x32x8  74.7665  14.4226  286.01  2288.08  XX1
10  32  16x16x16x32x8  82.4483  14.3139  288.181  2305.45  XX1
11  32  16x16x16x32x8  89.942  14.1954  290.587  2324.7  XX1
12  32  16x16x16x32x8  96.5815  13.973  295.212  2361.69  XX1

